rank,filename,dataset,ssim,hist_corr,edge_density,line_density,combined_score,z_score,after_path,before_path
574,"3FO4IL5R8JCO_3974_empty_1.jpg",train,0.532215,0.451696,28.843918,26.17,0.491956,-0.29,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IL5R8JCO_3974_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IL5R8JCO_3974_empty_1.jpg"
575,"3FO4IO3TW143_170_empty_1.jpg",train,0.632970,0.351347,27.933426,32.42,0.492159,-0.29,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO3TW143_170_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO3TW143_170_empty_1.jpg"
576,"3FO4IJM3YPQ1_1488214654_empty_1.jpg",train,0.492809,0.491855,34.291306,30.47,0.492332,-0.29,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJM3YPQ1_1488214654_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJM3YPQ1_1488214654_empty_1.jpg"
577,"3FO4IPEJXARI_935_empty_1.jpg",train,0.501294,0.488341,33.376923,30.47,0.494818,-0.28,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IPEJXARI_935_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IPEJXARI_935_empty_1.jpg"
578,"3FO4IQ9AGT8A_491121_empty_1.jpg",train,0.899087,0.090906,32.046204,27.73,0.494997,-0.28,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQ9AGT8A_491121_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQ9AGT8A_491121_empty_1.jpg"
579,"3FO4IMYR4B8O_2653_empty_1.jpg",train,0.540509,0.449781,54.045868,61.72,0.495145,-0.28,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMYR4B8O_2653_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMYR4B8O_2653_empty_1.jpg"
580,"3FO4IM0IYY4A_253_empty_1.jpg",train,0.663347,0.327356,30.945053,23.05,0.495352,-0.28,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IM0IYY4A_253_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IM0IYY4A_253_empty_1.jpg"
581,"3FO4IOIA5K3Q_857_empty_1.jpg",train,0.627466,0.364618,20.225372,16.02,0.496042,-0.28,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOIA5K3Q_857_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOIA5K3Q_857_empty_1.jpg"
582,"3FO4IPBL5TA5_653_empty_1.jpg",test,0.718594,0.274779,34.349670,43.75,0.496686,-0.27,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IPBL5TA5_653_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IPBL5TA5_653_empty_1.jpg"
583,"3FO4IO9QOJGM_997198_empty_1.jpg",validation,0.669622,0.325164,33.050079,34.38,0.497393,-0.27,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IO9QOJGM_997198_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IO9QOJGM_997198_empty_1.jpg"
584,"3FO4IOIA5K3Q_735_empty_1.jpg",train,0.671272,0.323626,20.069733,9.38,0.497449,-0.27,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOIA5K3Q_735_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOIA5K3Q_735_empty_1.jpg"
585,"3FO4ILR94OD4_192_empty_1.jpg",train,0.646061,0.349073,19.295425,15.23,0.497567,-0.27,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4ILR94OD4_192_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4ILR94OD4_192_empty_1.jpg"
586,"3FO4IO3M8NPT_1966_empty_1.jpg",train,0.617760,0.378330,32.921677,37.89,0.498045,-0.27,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO3M8NPT_1966_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO3M8NPT_1966_empty_1.jpg"
587,"3FO4IJGTDEPM_159_empty_1.jpg",train,0.736512,0.261799,30.322495,30.47,0.499155,-0.26,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJGTDEPM_159_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJGTDEPM_159_empty_1.jpg"
588,"3FO4IQDJNEDW_967_empty_1.jpg",train,0.706131,0.292500,30.804977,17.19,0.499315,-0.26,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQDJNEDW_967_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQDJNEDW_967_empty_1.jpg"
589,"3FO4IIR68SAR_16365_empty_1.jpg",test,0.721099,0.280120,18.077545,10.94,0.500609,-0.26,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IIR68SAR_16365_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IIR68SAR_16365_empty_1.jpg"
590,"3FO4IOJXOK7J_101269_empty_1.jpg",train,0.665549,0.336061,35.948868,35.94,0.500805,-0.26,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOJXOK7J_101269_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOJXOK7J_101269_empty_1.jpg"
591,"3FO4IMYSPAMF_265_empty_1.jpg",train,0.634302,0.368102,18.248749,9.38,0.501202,-0.26,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMYSPAMF_265_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMYSPAMF_265_empty_1.jpg"
592,"3FO4IGC6LMYP_1312_empty_1.jpg",train,0.592531,0.410361,28.805008,28.12,0.501446,-0.25,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IGC6LMYP_1312_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IGC6LMYP_1312_empty_1.jpg"
593,"3FO4INF9JEFL_5511414713507_empty_1.jpg",train,0.633071,0.370557,30.968399,35.16,0.501814,-0.25,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4INF9JEFL_5511414713507_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4INF9JEFL_5511414713507_empty_1.jpg"
594,"3FO4IJ9SUQCS_696_empty_1.jpg",train,0.694944,0.309364,36.003342,50.39,0.502154,-0.25,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJ9SUQCS_696_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJ9SUQCS_696_empty_1.jpg"
595,"3FO4IG1GC1CI_379_empty_1.jpg",train,0.546039,0.463074,14.610672,6.25,0.504556,-0.24,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IG1GC1CI_379_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IG1GC1CI_379_empty_1.jpg"
596,"3FO4IIIL853B_226_empty_1.jpg",train,0.522830,0.486349,21.058044,8.59,0.504590,-0.24,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIIL853B_226_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIIL853B_226_empty_1.jpg"
597,"3FO4IQ9XDQ14_874406_empty_1.jpg",train,0.626232,0.383214,29.855576,28.91,0.504723,-0.24,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQ9XDQ14_874406_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQ9XDQ14_874406_empty_1.jpg"
598,"3FO4IOF7C3C7_810173_empty_1.jpg",train,0.667315,0.342210,26.987915,22.66,0.504762,-0.24,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOF7C3C7_810173_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOF7C3C7_810173_empty_1.jpg"
599,"3FO4IIQBDK66_963_empty_1.jpg",train,0.746252,0.263424,58.290939,79.69,0.504838,-0.24,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIQBDK66_963_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIQBDK66_963_empty_1.jpg"
600,"3FO4ILQORG2K_525_empty_1.jpg",validation,0.548738,0.465047,28.629913,36.72,0.506892,-0.23,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4ILQORG2K_525_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4ILQORG2K_525_empty_1.jpg"
601,"3FO4IIQBDK66_1448_empty_1.jpg",train,0.544475,0.471393,26.941223,18.75,0.507934,-0.23,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIQBDK66_1448_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIQBDK66_1448_empty_1.jpg"
602,"3FO4IP35MVGU_139810_empty_1.jpg",train,0.627499,0.389568,24.205856,25.00,0.508533,-0.23,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IP35MVGU_139810_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IP35MVGU_139810_empty_1.jpg"
603,"3FO4INFC8VBU_5422_empty_1.jpg",train,0.649781,0.368434,25.766144,20.31,0.509107,-0.22,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4INFC8VBU_5422_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4INFC8VBU_5422_empty_1.jpg"
604,"3FO4INVN45KE_365397_empty_1.jpg",train,0.577296,0.442457,33.404160,38.67,0.509877,-0.22,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4INVN45KE_365397_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4INVN45KE_365397_empty_1.jpg"
605,"3FO4IFC6HXMV_171769_empty_1.jpg",train,0.607999,0.412987,27.326431,24.61,0.510493,-0.22,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IFC6HXMV_171769_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IFC6HXMV_171769_empty_1.jpg"
606,"3FO4IMYBHUF9_196870_empty_1.jpg",test,0.733413,0.290442,25.960693,28.52,0.511928,-0.21,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IMYBHUF9_196870_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IMYBHUF9_196870_empty_1.jpg"
607,"3FO4IOF7C3C7_120098_empty_1.jpg",validation,0.668459,0.356795,31.789398,28.91,0.512627,-0.21,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IOF7C3C7_120098_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IOF7C3C7_120098_empty_1.jpg"
608,"3FO4IMBA3W99_228_empty_1.jpg",train,0.667006,0.358763,35.201797,40.62,0.512885,-0.21,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMBA3W99_228_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMBA3W99_228_empty_1.jpg"
609,"3FO4IJ3PWHYQ_351_empty_1.jpg",train,0.572862,0.453778,22.423782,13.28,0.513320,-0.21,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJ3PWHYQ_351_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJ3PWHYQ_351_empty_1.jpg"
610,"3FO4IQCKMXUV_143_empty_1.jpg",train,0.771299,0.256252,42.707520,54.30,0.513775,-0.21,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQCKMXUV_143_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQCKMXUV_143_empty_1.jpg"
611,"3FO4IJXX0CGR_3557_empty_1.jpg",train,0.616569,0.412643,21.291504,14.45,0.514606,-0.20,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJXX0CGR_3557_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJXX0CGR_3557_empty_1.jpg"
612,"3FO4IJGPOJ43_513557_empty_1.jpg",validation,0.604675,0.425698,46.049881,64.45,0.515186,-0.20,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IJGPOJ43_513557_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IJGPOJ43_513557_empty_1.jpg"
613,"3FO4IO3M8NPT_2492_empty_1.jpg",train,0.614132,0.416477,27.026825,24.22,0.515304,-0.20,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO3M8NPT_2492_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO3M8NPT_2492_empty_1.jpg"
614,"3FO4IMQ587LN_22739_empty_1.jpg",train,0.762244,0.269258,16.311035,7.81,0.515751,-0.20,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMQ587LN_22739_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMQ587LN_22739_empty_1.jpg"
615,"3FO4IQBRTU7U_12907_empty_1.jpg",train,0.616995,0.415554,37.291260,56.64,0.516275,-0.20,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQBRTU7U_12907_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQBRTU7U_12907_empty_1.jpg"
616,"3FO4IPKSTLNS_1413024356_empty_1.jpg",train,0.631698,0.400892,25.991821,23.83,0.516295,-0.20,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IPKSTLNS_1413024356_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IPKSTLNS_1413024356_empty_1.jpg"
617,"3FO4IK5CFRP4_193_empty_1.jpg",validation,0.556519,0.476206,36.295166,27.34,0.516363,-0.20,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IK5CFRP4_193_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IK5CFRP4_193_empty_1.jpg"
618,"3FO4IQG0DFR5_819977_empty_1.jpg",train,0.636186,0.398599,20.388794,15.62,0.517393,-0.19,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQG0DFR5_819977_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQG0DFR5_819977_empty_1.jpg"
619,"3FO4IJ7PMH97_159_empty_1.jpg",train,0.727692,0.307499,34.279633,43.36,0.517595,-0.19,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJ7PMH97_159_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJ7PMH97_159_empty_1.jpg"
620,"3FO4IEBLH5IK_236_empty_1.jpg",train,0.546027,0.490838,29.867249,30.47,0.518432,-0.19,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IEBLH5IK_236_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IEBLH5IK_236_empty_1.jpg"
621,"3FO4IORY3CEK_724_empty_1.jpg",test,0.548409,0.488465,52.392197,87.50,0.518437,-0.19,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IORY3CEK_724_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IORY3CEK_724_empty_1.jpg"
622,"3FO4IQCKMXUV_251_empty_1.jpg",train,0.561937,0.479741,33.267975,37.89,0.520839,-0.18,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQCKMXUV_251_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQCKMXUV_251_empty_1.jpg"
623,"3FO4IIXI4ITA_988763_empty_1.jpg",validation,0.707328,0.334744,34.088974,28.52,0.521036,-0.18,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IIXI4ITA_988763_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IIXI4ITA_988763_empty_1.jpg"
624,"3FO4IOC0ITRU_735_empty_1.jpg",train,0.553876,0.490428,26.789474,30.47,0.522152,-0.17,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOC0ITRU_735_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOC0ITRU_735_empty_1.jpg"
625,"3FO4IJ61TRUS_166_empty_1.jpg",test,0.355678,0.688867,29.738846,21.09,0.522272,-0.17,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IJ61TRUS_166_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IJ61TRUS_166_empty_1.jpg"
626,"3FO4IO5EBULR_173517354032838_empty_1.jpg",train,0.639383,0.405721,26.828384,26.17,0.522552,-0.17,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO5EBULR_173517354032838_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO5EBULR_173517354032838_empty_1.jpg"
627,"3FO4IQHB3MAP_1734_empty_1.jpg",train,0.547978,0.498988,42.894287,51.17,0.523483,-0.17,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQHB3MAP_1734_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQHB3MAP_1734_empty_1.jpg"
628,"3FO4IONJ41YB_903702_empty_1.jpg",test,0.573223,0.474025,11.929779,14.06,0.523624,-0.17,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IONJ41YB_903702_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IONJ41YB_903702_empty_1.jpg"
629,"3FO4IPSEHEOI_360416_empty_1.jpg",validation,0.818032,0.230695,18.489990,10.94,0.524364,-0.16,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IPSEHEOI_360416_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IPSEHEOI_360416_empty_1.jpg"
630,"3FO4IJWBOUUG_1073938_empty_1.jpg",train,0.625378,0.424863,53.096466,64.06,0.525120,-0.16,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJWBOUUG_1073938_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJWBOUUG_1073938_empty_1.jpg"
631,"3FO4IK5CFRP4_133_empty_1.jpg",train,0.607050,0.443281,32.664871,36.33,0.525165,-0.16,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IK5CFRP4_133_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IK5CFRP4_133_empty_1.jpg"
632,"3FO4IO8KARNC_8890_empty_1.jpg",validation,0.583100,0.468936,29.754410,31.64,0.526018,-0.16,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IO8KARNC_8890_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IO8KARNC_8890_empty_1.jpg"
633,"3FO4IOU2FPAE_364978355_empty_1.jpg",train,0.563597,0.489419,29.054031,19.92,0.526508,-0.16,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOU2FPAE_364978355_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOU2FPAE_364978355_empty_1.jpg"
634,"3FO4IIWRJQYO_4002_empty_1.jpg",validation,0.870691,0.187473,28.213577,16.02,0.529082,-0.15,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IIWRJQYO_4002_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IIWRJQYO_4002_empty_1.jpg"
635,"3FO4IOUCL3QO_493770_empty_1.jpg",train,0.683332,0.375909,22.198105,13.28,0.529620,-0.14,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOUCL3QO_493770_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOUCL3QO_493770_empty_1.jpg"
636,"3FO4IN57ALOE_204_empty_1.jpg",train,0.763853,0.295784,37.804871,43.75,0.529819,-0.14,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IN57ALOE_204_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IN57ALOE_204_empty_1.jpg"
637,"3FO4IGO9O2C7_8239_empty_1.jpg",validation,0.614095,0.448524,31.517029,30.47,0.531309,-0.14,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IGO9O2C7_8239_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IGO9O2C7_8239_empty_1.jpg"
638,"3FO4INTPSNXX_275872_empty_1.jpg",train,0.646698,0.416110,28.824463,35.16,0.531404,-0.14,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4INTPSNXX_275872_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4INTPSNXX_275872_empty_1.jpg"
639,"3FO4ILIXGI9L_3730_empty_1.jpg",train,0.673548,0.391155,33.365250,41.02,0.532351,-0.13,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4ILIXGI9L_3730_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4ILIXGI9L_3730_empty_1.jpg"
640,"3FO4INRWF3TF_1365_empty_1.jpg",train,0.676963,0.388853,18.591156,10.94,0.532908,-0.13,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4INRWF3TF_1365_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4INRWF3TF_1365_empty_1.jpg"
641,"3FO4IGX3E6TP_460_empty_1.jpg",test,0.741216,0.324810,34.559784,35.94,0.533013,-0.13,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IGX3E6TP_460_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IGX3E6TP_460_empty_1.jpg"
642,"3FO4IO0D3CXX_606054_empty_1.jpg",train,0.703833,0.366577,34.026718,24.61,0.535205,-0.12,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO0D3CXX_606054_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO0D3CXX_606054_empty_1.jpg"
643,"3FO4IINSI5ME_2191_empty_1.jpg",train,0.590597,0.481120,26.699982,26.56,0.535859,-0.12,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IINSI5ME_2191_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IINSI5ME_2191_empty_1.jpg"
644,"3FO4IL173YEI_635_empty_1.jpg",validation,0.670717,0.402692,28.606567,21.09,0.536705,-0.12,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IL173YEI_635_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IL173YEI_635_empty_1.jpg"
645,"3FO4IG1GC1CI_335_empty_1.jpg",train,0.799628,0.274964,15.949173,9.38,0.537296,-0.11,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IG1GC1CI_335_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IG1GC1CI_335_empty_1.jpg"
646,"3FO4IJN7DYK2_1609_empty_1.jpg",train,0.651255,0.424103,45.886459,65.62,0.537679,-0.11,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJN7DYK2_1609_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJN7DYK2_1609_empty_1.jpg"
647,"3FO4IQ72XR8V_718841_empty_1.jpg",train,0.670026,0.405574,25.980148,19.92,0.537800,-0.11,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQ72XR8V_718841_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQ72XR8V_718841_empty_1.jpg"
648,"3FO4IMY7WP7T_3217_empty_1.jpg",test,0.775028,0.301531,33.244629,44.14,0.538279,-0.11,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IMY7WP7T_3217_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IMY7WP7T_3217_empty_1.jpg"
649,"3FO4IO3Y5KII_507_empty_1.jpg",test,0.579969,0.499128,34.544220,40.23,0.539548,-0.10,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IO3Y5KII_507_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IO3Y5KII_507_empty_1.jpg"
650,"3FO4IOGAMLR4_159_empty_1.jpg",train,0.647202,0.432121,22.030792,14.84,0.539661,-0.10,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOGAMLR4_159_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOGAMLR4_159_empty_1.jpg"
651,"3FO4IEWNND50_141_empty_1.jpg",train,0.750269,0.329997,26.956787,26.17,0.540133,-0.10,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IEWNND50_141_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IEWNND50_141_empty_1.jpg"
652,"3FO4IP35MVGU_139811_empty_1.jpg",train,0.764727,0.316085,12.906418,6.64,0.540406,-0.10,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IP35MVGU_139811_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IP35MVGU_139811_empty_1.jpg"
653,"3FO4ILMVEUUM_30307_empty_1.jpg",test,0.676382,0.404632,25.696106,14.45,0.540507,-0.10,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4ILMVEUUM_30307_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4ILMVEUUM_30307_empty_1.jpg"
654,"3FO4IEMODOYX_1588_empty_1.jpg",train,0.699261,0.381955,28.983994,23.83,0.540608,-0.10,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IEMODOYX_1588_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IEMODOYX_1588_empty_1.jpg"
